"source_db","query_id","query","eid","title","doi","publication_name","cover_date","subtype_description","citedby_count","openaccess","authors","affiliations","scopus_link"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105028985737","Hybrid reinforcement learning optimization of aging aware energy management and powertrain sizing in fuel cell hybrid electric vehicles","10.1038/s41598-025-34256-0","Scientific Reports","2026-12-01","Article","0","1","Mostashiri A.; Montazeri-Gh M.","Iran University of Science and Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028985737&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034340501","Intelligent cloud-based RAS management: integration of DDPG reinforcement learning with AWS IoT for optimized aquaculture production","10.1038/s41598-025-33736-7","Scientific Reports","2026-12-01","Article","0","1","Elmessery W.M.; Shams M.Y.; El-Hafeez T.A.; Eid M.H.; Székács A.; Saeed O.; Ahmed A.F.; Alhumedi M.; Elwakeel A.E.","Taif University; Hungarian University of Agriculture and Life Sciences; Miskolci Egyetem; Faculty of Sciences; Faculty of Science; Faculty of Agriculture; Deraya University; Faculty of Artificial Intelligence; Faculty of Agriculture and Natural Resources","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034340501&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033691380","Lyapunov-based safe reinforcement learning for managing hybrid hydrogen-electric energy system","10.1016/j.epsr.2026.112901","Electric Power Systems Research","2026-08-01","Article","0","0","Zou Y.; Zhang A.; Zhang X.; Yang W.; Lin Y.; Liu Q.","Southwest Petroleum University China","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033691380&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034464627","Dynamic energy allocation models to improve performance for hybrid vehicle efficiency","10.1007/s10586-026-06042-8","Cluster Computing","2026-08-01","Article","0","0","Kushwah V.; Dhulipalla U.M.; Krishna V.N.; Vyas K.; Kethavath S.","Indian Institutes of Information Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034464627&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105032183901","Hierarchical online energy management for off-road hybrid electric vehicles: integrating real-time planning with multi-agent expert knowledge","10.1016/j.aei.2026.104547","Advanced Engineering Informatics","2026-07-01","Article","0","0","Ma X.; Liu H.; Han L.; Yang N.; Xiang C.","Beijing Institute of Technology; School of Mechanical Engineering, Beijing Institute of Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105032183901&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034973820","Proximal policy optimization-driven multi-agent real-time home energy management system for peer-to-peer energy trading with blockchain and GUI application for smart energy communities","10.1016/j.compeleceng.2026.111048","Computers and Electrical Engineering","2026-06-01","Article","0","0","Rehman U.u.","Instituto Superior de Engenharia do Porto","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034973820&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033086398","Deep reinforcement learning for vehicle-to-grid energy management with reward decomposition and battery health preservation","10.1016/j.segan.2026.102184","Sustainable Energy Grids and Networks","2026-06-01","Article","0","0","Bhat A.N.; Singh M.; Kasana S.S.","Thapar Institute of Engineering & Technology; Central University of Haryana","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033086398&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105032515060","Safe multi-critic reinforcement learning framework for coordinated energy management and voltage regulation in active distribution networks","10.1016/j.segan.2026.102179","Sustainable Energy Grids and Networks","2026-06-01","Article","0","0","Kim H.J.; Kim D.","Chungnam National University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105032515060&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033218805","Eco-friendly energy management strategy for turbo-electric eVTOLs: Coupling fuel economy, battery health and life-cycle emissions via improved TD3","10.1016/j.apenergy.2026.127724","Applied Energy","2026-06-01","Article","0","0","Yu F.; Chen J.; Li S.; Jiang T.; Zhang T.; Sun X.; Wang J.","University of Chinese Academy of Sciences; Xiamen University; Ningbo Institute of Industrial Technology, Chinese Academy of Sciences","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033218805&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105028892427","Prediction-guided deep reinforcement learning for energy-efficient HVAC control with PICVs in smart buildings","10.1016/j.egyr.2026.109040","Energy Reports","2026-06-01","Article","0","1","Baek Y.; Yoon G.; Kim S.; Kang B.; Lee S.; Choi M.i.; Park S.","Chung-Ang University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028892427&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033782091","Generalizable zero-shot home energy management via representation learning and behavioral cloning","10.1016/j.asoc.2026.115110","Applied Soft Computing","2026-06-01","Article","0","0","Du X.; Luo F.; Hu J.; Zhou W.; Wen J.","Chongqing University; Faculty of Engineering","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033782091&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033019779","Cross-type transfer of fuel cell hybrid vehicles energy management strategies based on deep reinforcement learning","10.1016/j.enconman.2026.121371","Energy Conversion and Management","2026-05-15","Article","0","0","Li W.; Li S.; Du C.; Yan F.","Wuhan University of Technology; Foshan Xianhu Laboratory of the Advanced Energy Science and Technology Guangdong Laboratory","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033019779&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105031645339","A novel integrated strategy for coordinated optimization of energy management and air supply control based on multi-agent reinforcement learning for fuel cell hybrid electric vehicle","10.1016/j.apenergy.2026.127571","Applied Energy","2026-05-15","Article","0","0","Hu H.; Liu F.; Liu W.; Li H.; Zhu Q.","Southwest Jiaotong University; China Automotive Engineering Research Institute Co., Ltd.","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105031645339&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034734749","Thermal safety oriented energy management study for a P2 hybrid diesel-electric powertrain","10.1016/j.energy.2026.140876","Energy","2026-05-15","Article","0","0","Liu L.; Liu B.; Zhong D.; Hu Z.","School of Mechanical Engineering, Beijing Institute of Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034734749&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033158379","Collaborative control of energy management and thermal Management for Range-Extended Electric Vehicles Based on LSTM and DDPG","10.1016/j.applthermaleng.2026.130625","Applied Thermal Engineering","2026-05-01","Article","0","0","Zhu B.; Zhang Y.; Li B.; Zhao H.; Song M.; Zhou Y.; Yang Z.","Hefei University of Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033158379&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105030925426","Exergy-aware multi-objective scheduling of multi-energy microgrid via physics-guided soft-hard constrained deep reinforcement learning","10.1016/j.engappai.2026.114271","Engineering Applications of Artificial Intelligence","2026-05-01","Article","0","0","Zhao L.; Zhang P.; Chen H.; Yang T.; Yang B.; Chen Z.; Su J.","Tianjin University; Aalborg University; Taiyuan University of Technology; Hebei University of Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030925426&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034743632","Adaptive entropy soft actor–critic for hybrid electric vehicle energy management with battery degradation and thermal considerations","10.1016/j.est.2026.121148","Journal of Energy Storage","2026-04-10","Article","0","0","Zeng Q.; Wang C.; Lu J.","South China Agricultural University; Sichuan University of Science & Engineering","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034743632&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105029224854","Twin delayed deep deterministic policy gradient with long short-term memory for energy management in electric vehicles with battery–supercapacitor storage: A reinforcement learning benchmark study","10.1016/j.est.2026.120832","Journal of Energy Storage","2026-04-01","Article","0","1","Fesakis N.; Lazaridou G.E.; Sarafoglou E.; Palaiologou I.; Karlis A.","Democritus University of Thrace","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105029224854&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105027732043","Energy management strategy for fuel cell hybrid electric vehicles considering optimal overall cost of multi-energy systems: A heterogeneous independent multi-agent deep reinforcement learning approach","10.1016/j.asoc.2025.114517","Applied Soft Computing","2026-04-01","Article","0","0","Hu H.; Hu G.; Hu J.; Zhou H.; Chen S.","Southwest Jiaotong University; CEPREI","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105027732043&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105025955256","Economical Thermal Energy Management for Hybrid Electric Vehicles Based on Multiple Agents Deep Reinforcement Learning","10.1109/TTE.2025.3642191","IEEE Transactions on Transportation Electrification","2026-04-01","Article","0","0","Tang X.; Hou Y.; Qin Y.","Beijing Institute of Technology; Chongqing University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105025955256&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105035236481","Energy collaborative optimization of power routing based on PPO and generative adversarial imitation learning","10.1371/journal.pone.0346372","Plos One","2026-04-01","Article","0","1","Lyu J.; Huang J.","Fujian University of Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105035236481&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105024089363","Safe Reinforcement Learning-Based Eco-Driving Control of Autonomous HEV in Off-Road Scenarios","10.1109/TTE.2025.3640938","IEEE Transactions on Transportation Electrification","2026-04-01","Article","0","0","Guo L.; Ren X.; Cao X.; Liu R.; Qin Y.; Cao D.","Tsinghua University; School of Mechanical Engineering, Beijing Institute of Technology; Inner Mongolia University China","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105024089363&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105027003698","Eco-driving framework for hybrid electric vehicles in multi-lane scenarios by using deep reinforcement learning methods","10.1016/j.geits.2025.100309","Green Energy and Intelligent Transportation","2026-04-01","Article","13","1","Chen W.; Peng J.; Ma Y.; He H.; Ren T.; Wang C.","Southeast University; School of Mechanical Engineering, Beijing Institute of Technology; Sky-well New Energy Automobile Group Co. Ltd.","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105027003698&origin=inward"
"Scopus","Q4_offpolicy_vs_onpolicy","TITLE-ABS-KEY((""soft actor-critic"" OR SAC OR TD3 OR DDPG OR PPO) AND (""energy management"" OR microgrid OR HEMS)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105027726112","Gradient-driven exploration and pattern matching experience replay for efficient UAV path planning: Flying over or around?","10.1016/j.pmcj.2025.102156","Pervasive and Mobile Computing","2026-04-01","Article","0","0","Jin Z.; Chen R.; Wu K.; Liang D.; Yan L.","Chongqing Jiaotong University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105027726112&origin=inward"
